order_id,product_name,city,quantity,order_date,price_per_unit,shipping_date
80,Mouse Wireless,Surabaya,1.0,2024-01-24,150000,2024-02-02
81,Mouse Wireless,Jakarta,1.0,2024-07-27,150000,2024-08-04
82,Kabel HDMI,jakarta ,1.0,2024-04-29,50000,2024-05-08
83,Keyboard Mech,SURABAYA,1.0,2024-09-30,800000,2024-10-07
84,Kabel HDMI,SURABAYA,1.0,2024-05-19,50000,2024-05-26
85,Kabel HDMI,Medan,4.0,2024-10-23,50000,
86,Keyboard Mech,Bandung,1.0,2024-12-08,800000,2024-12-09
87,Laptop Gaming,Jakarta,4.0,2024-03-22,15000000,2024-03-28
88,Kabel HDMI,jakarta ,3.0,2024-07-26,50000,2024-08-01
89,Headset RGB,Surabaya,2.0,2024-02-02,500000,
90,Headset RGB,jakarta ,1.0,2024-01-24,500000,2024-01-26
91,Mouse Wireless,Jakarta,2.0,2024-03-01,150000,2024-03-02
92,Headset RGB,Jakarta,1.0,2024-11-06,500000,2024-11-09
93,Mouse Wireless,Jakarta,4.0,2024-07-07,150000,2024-07-16
94,Laptop Gaming,Medan,1.0,2024-03-24,15000000,2024-03-25
95,Keyboard Mech,Makassar,3.0,2024-08-12,800000,2024-08-17
96,Keyboard Mech,Bandung,2.0,2024-06-16,800000,2024-06-22
97,Keyboard Mech,Medan,2.0,2024-07-04,800000,2024-07-13
98,Headset RGB,Medan,3.0,2024-03-12,500000,2024-03-13
99,Laptop Gaming,Makassar,4.0,2024-03-14,15000000,2024-03-19
100,Headset RGB,Medan,4.0,2024-12-06,500000,2024-12-07
101,Headset RGB,Jakarta,3.0,2024-06-01,500000,2024-06-03
102,Laptop Gaming,Jakarta,2.0,2024-04-05,15000000,2024-04-07
103,Laptop Gaming,jakarta ,1.0,2024-02-22,15000000,2024-02-27
104,Laptop Gaming,Surabaya,4.0,2024-06-22,15000000,2024-06-26
105,Laptop Gaming,Medan,1.0,2024-04-19,15000000,2024-04-25
106,Keyboard Mech,Surabaya,2.0,2024-11-11,800000,2024-11-16
107,Monitor 24in,Bandung,1.0,2024-02-20,2000000,2024-02-22
108,Monitor 24in,SURABAYA,3.0,2024-09-09,2000000,2024-09-18
109,Laptop Gaming,Jakarta,4.0,2024-03-13,15000000,2024-03-21
110,Monitor 24in,jakarta ,4.0,2024-07-30,2000000,2024-08-08
111,Monitor 24in,Bandung,3.0,2024-07-30,2000000,2024-08-05
112,Laptop Gaming,jakarta ,3.0,2024-09-07,15000000,2024-09-12
113,Monitor 24in,SURABAYA,4.0,2024-06-16,2000000,2024-06-21
114,Headset RGB,SURABAYA,4.0,2024-09-19,500000,2024-09-21
115,Mouse Wireless,Makassar,4.0,2024-11-26,150000,2024-11-30
116,Mouse Wireless,Jakarta,2.0,2024-08-17,150000,2024-08-19
117,Laptop Gaming,Bandung,2.0,2024-08-26,15000000,2024-08-28
118,Keyboard Mech,Makassar,2.0,2024-10-01,800000,2024-10-09
119,Laptop Gaming,SURABAYA,1.0,2024-05-22,15000000,2024-05-26
120,Keyboard Mech,Bandung,2.0,2024-03-10,800000,2024-03-14
121,Mouse Wireless,jakarta ,4.0,2024-11-07,150000,2024-11-14
122,Laptop Gaming,Makassar,2.0,2024-06-22,15000000,2024-06-26
123,Kabel HDMI,Makassar,,2024-12-01,50000,2024-12-10
124,Headset RGB,Jakarta,3.0,2024-04-18,500000,2024-04-27
125,Monitor 24in,Surabaya,1.0,2024-07-21,2000000,
126,Keyboard Mech,jakarta ,1.0,2024-07-03,800000,2024-07-09
127,Kabel HDMI,jakarta ,3.0,2024-10-17,50000,2024-10-24
128,Monitor 24in,Makassar,4.0,2024-11-23,2000000,2024-11-26
129,Monitor 24in,Makassar,1.0,2024-04-01,2000000,
130,Laptop Gaming,Jakarta,2.0,2024-09-15,15000000,2024-09-16
131,Monitor 24in,Surabaya,4.0,2024-11-17,2000000,2024-11-26
132,Headset RGB,jakarta ,1.0,2024-07-24,500000,2024-07-31
133,Kabel HDMI,SURABAYA,3.0,2024-02-21,50000,2024-02-28
134,Monitor 24in,Medan,4.0,2024-12-14,2000000,2024-12-23
135,Laptop Gaming,Medan,1.0,2024-06-29,15000000,2024-07-05
136,Headset RGB,Surabaya,3.0,2024-10-29,500000,
137,Mouse Wireless,Bandung,4.0,2024-01-03,150000,2024-01-08
138,Kabel HDMI,Jakarta,2.0,2024-03-24,50000,2024-04-01
139,Monitor 24in,Surabaya,4.0,2024-08-01,2000000,2024-08-02
140,Laptop Gaming,Medan,2.0,2024-02-03,15000000,2024-02-06
141,Mouse Wireless,Makassar,4.0,2024-02-19,150000,2024-02-23
142,Mouse Wireless,Medan,3.0,2024-10-15,150000,
143,Keyboard Mech,Makassar,2.0,2024-11-24,800000,2024-12-02
144,Headset RGB,Jakarta,2.0,2024-09-15,500000,2024-09-23
145,Monitor 24in,Makassar,4.0,2024-09-14,2000000,2024-09-16
146,Laptop Gaming,Surabaya,1.0,2024-09-28,15000000,2024-10-05
147,Keyboard Mech,Makassar,2.0,2024-06-30,800000,2024-07-03
148,Headset RGB,Bandung,4.0,2024-02-02,500000,2024-02-08
149,Keyboard Mech,Surabaya,3.0,2024-09-21,800000,2024-09-25
150,Kabel HDMI,Jakarta,4.0,2024-11-08,50000,
151,Headset RGB,Surabaya,4.0,2024-02-09,500000,2024-02-13
152,Headset RGB,Bandung,2.0,2024-11-03,500000,2024-11-06
153,Monitor 24in,Jakarta,1.0,2024-07-28,2000000,2024-07-30
154,Headset RGB,Medan,3.0,2024-09-28,500000,2024-10-02
155,Keyboard Mech,Bandung,2.0,2024-05-15,800000,
156,Headset RGB,Jakarta,2.0,2024-03-27,500000,2024-04-03
157,Monitor 24in,SURABAYA,2.0,2024-02-29,2000000,2024-03-01
158,Monitor 24in,Makassar,3.0,2024-06-12,2000000,2024-06-13
159,Kabel HDMI,Surabaya,1.0,2024-01-03,50000,
160,Keyboard Mech,Jakarta,3.0,2024-01-15,800000,2024-01-22
161,Mouse Wireless,Surabaya,3.0,2024-04-11,150000,2024-04-12
162,Mouse Wireless,Makassar,1.0,2024-09-11,150000,2024-09-15
163,Headset RGB,Jakarta,3.0,2024-08-12,500000,2024-08-17
164,Kabel HDMI,Medan,4.0,2024-07-28,50000,
165,Laptop Gaming,SURABAYA,3.0,2024-01-23,15000000,2024-01-30
166,Headset RGB,SURABAYA,2.0,2024-08-22,500000,2024-08-26
167,Kabel HDMI,Bandung,3.0,2024-05-10,50000,2024-05-18
168,Keyboard Mech,Jakarta,2.0,2024-06-06,800000,2024-06-07
169,Keyboard Mech,Makassar,3.0,2024-06-21,800000,2024-06-22
170,Keyboard Mech,Jakarta,2.0,2024-01-17,800000,2024-01-18
171,Keyboard Mech,Surabaya,2.0,2024-11-09,800000,2024-11-13
172,Keyboard Mech,jakarta ,2.0,2024-07-03,800000,2024-07-04
173,Kabel HDMI,Jakarta,1.0,2024-11-29,50000,2024-12-04
174,Kabel HDMI,SURABAYA,3.0,2024-07-02,50000,2024-07-08
175,Monitor 24in,SURABAYA,3.0,2024-05-22,2000000,
176,Mouse Wireless,SURABAYA,4.0,2024-02-13,150000,2024-02-21
177,Keyboard Mech,Medan,4.0,2024-01-12,800000,2024-01-20
178,Laptop Gaming,Jakarta,4.0,2024-01-08,15000000,2024-01-10
179,Kabel HDMI,Bandung,3.0,2024-03-20,50000,2024-03-24
180,Laptop Gaming,Jakarta,1.0,2024-10-23,15000000,2024-10-30
181,Laptop Gaming,jakarta ,2.0,2024-06-10,15000000,2024-06-19
182,Laptop Gaming,SURABAYA,3.0,2024-10-28,15000000,2024-11-06
183,Monitor 24in,Surabaya,1.0,2024-08-03,2000000,2024-08-06
184,Kabel HDMI,SURABAYA,1.0,2024-09-04,50000,2024-09-11
185,Laptop Gaming,Jakarta,3.0,2024-01-29,15000000,2024-02-02
186,Keyboard Mech,Medan,2.0,2024-09-28,800000,2024-10-07
187,Headset RGB,Makassar,1.0,2024-05-12,500000,2024-05-19
188,Laptop Gaming,Jakarta,3.0,2024-01-05,15000000,2024-01-11
189,Monitor 24in,Jakarta,2.0,2024-08-31,2000000,2024-09-09
190,Kabel HDMI,Bandung,4.0,2024-01-30,50000,2024-02-06
191,Monitor 24in,Medan,1.0,2024-04-26,2000000,2024-05-04
192,Laptop Gaming,jakarta ,1.0,2024-06-26,15000000,2024-07-01
193,Kabel HDMI,Makassar,3.0,2024-09-17,50000,2024-09-21
194,Headset RGB,SURABAYA,3.0,2024-08-22,500000,2024-08-23
195,Laptop Gaming,Surabaya,2.0,2024-05-20,15000000,2024-05-28
196,Monitor 24in,Jakarta,4.0,2024-10-31,2000000,2024-11-06
197,Mouse Wireless,jakarta ,4.0,2024-12-10,150000,2024-12-14
198,Keyboard Mech,Makassar,3.0,2024-02-19,800000,2024-02-22
199,Monitor 24in,Surabaya,3.0,2024-09-26,2000000,2024-10-01
200,Kabel HDMI,jakarta ,2.0,2024-04-17,50000,2024-04-21
201,Laptop Gaming,Medan,3.0,2024-02-15,15000000,2024-02-22
202,Keyboard Mech,Medan,2.0,2024-03-22,800000,2024-03-28
203,Laptop Gaming,Makassar,2.0,2024-05-05,15000000,2024-05-08
204,Kabel HDMI,SURABAYA,4.0,2024-03-24,50000,2024-03-25
205,Laptop Gaming,Surabaya,2.0,2024-10-16,15000000,
206,Mouse Wireless,Medan,4.0,2024-03-11,150000,2024-03-16
207,Keyboard Mech,Makassar,4.0,2024-06-23,800000,
208,Keyboard Mech,Medan,4.0,2024-11-11,800000,2024-11-12
209,Kabel HDMI,Medan,3.0,2024-11-25,50000,2024-12-01
210,Mouse Wireless,jakarta ,4.0,2024-12-02,150000,2024-12-06
211,Monitor 24in,jakarta ,2.0,2024-12-19,2000000,2024-12-27
212,Laptop Gaming,Medan,3.0,2024-03-31,15000000,2024-04-02
213,Headset RGB,Bandung,2.0,2024-12-16,500000,
214,Laptop Gaming,jakarta ,3.0,2024-09-05,15000000,2024-09-13
215,Laptop Gaming,Surabaya,2.0,2024-05-11,15000000,2024-05-19
216,Monitor 24in,Makassar,1.0,2024-06-17,2000000,2024-06-22
217,Laptop Gaming,Makassar,1.0,2024-02-29,15000000,2024-03-03
218,Mouse Wireless,SURABAYA,1.0,2024-12-02,150000,2024-12-06
219,Mouse Wireless,Surabaya,2.0,2024-08-28,150000,
220,Keyboard Mech,Surabaya,3.0,2024-07-08,800000,2024-07-10
221,Kabel HDMI,Surabaya,4.0,2024-12-05,50000,2024-12-09
222,Headset RGB,SURABAYA,4.0,2024-10-07,500000,2024-10-16
223,Laptop Gaming,Surabaya,2.0,2024-08-19,15000000,2024-08-25
224,Laptop Gaming,Jakarta,2.0,2024-10-15,15000000,2024-10-19
225,Monitor 24in,SURABAYA,2.0,2024-10-01,2000000,2024-10-02
226,Kabel HDMI,Makassar,2.0,2024-11-08,50000,2024-11-15
227,Mouse Wireless,Jakarta,4.0,2024-01-15,150000,
228,Headset RGB,SURABAYA,3.0,2024-02-10,500000,2024-02-16
229,Keyboard Mech,Medan,4.0,2024-07-26,800000,2024-07-27
230,Mouse Wireless,Medan,2.0,2024-02-29,150000,2024-03-07
231,Kabel HDMI,Makassar,1.0,2024-12-30,50000,2025-01-03
232,Keyboard Mech,Medan,4.0,2024-08-27,800000,2024-08-30
233,Monitor 24in,Surabaya,1.0,2024-04-05,2000000,2024-04-12
234,Monitor 24in,SURABAYA,1.0,2024-10-04,2000000,2024-10-07
235,Laptop Gaming,Jakarta,2.0,2024-06-08,15000000,2024-06-16
236,Kabel HDMI,Surabaya,4.0,2024-10-08,50000,2024-10-12
237,Headset RGB,Medan,,2024-07-27,500000,2024-07-30
238,Keyboard Mech,jakarta ,4.0,2024-05-12,800000,2024-05-19
239,Mouse Wireless,Jakarta,3.0,2024-04-06,150000,2024-04-13
240,Kabel HDMI,Surabaya,3.0,2024-08-06,50000,2024-08-15
241,Kabel HDMI,SURABAYA,2.0,2024-03-11,50000,2024-03-18
242,Monitor 24in,Makassar,3.0,2024-09-30,2000000,2024-10-06
243,Laptop Gaming,Surabaya,4.0,2024-12-16,15000000,
244,Laptop Gaming,jakarta ,4.0,2024-05-13,15000000,2024-05-17
245,Keyboard Mech,Medan,1.0,2024-03-06,800000,2024-03-14
246,Monitor 24in,Jakarta,3.0,2024-05-06,2000000,2024-05-12
247,Kabel HDMI,Makassar,2.0,2024-07-23,50000,2024-08-01
248,Headset RGB,Jakarta,2.0,2024-10-24,500000,2024-11-01
249,Monitor 24in,Makassar,4.0,2024-04-26,2000000,2024-05-04
250,Keyboard Mech,SURABAYA,3.0,2024-09-23,800000,2024-09-30
251,Keyboard Mech,Jakarta,2.0,2024-10-08,800000,2024-10-09
252,Monitor 24in,Medan,3.0,2024-05-28,2000000,2024-06-02
253,Keyboard Mech,SURABAYA,3.0,2024-07-12,800000,2024-07-19
254,Monitor 24in,SURABAYA,1.0,2024-06-16,2000000,2024-06-25
255,Mouse Wireless,Makassar,2.0,2024-11-07,150000,
256,Monitor 24in,Bandung,,2024-06-27,2000000,2024-07-05
257,Monitor 24in,Jakarta,2.0,2024-05-27,2000000,2024-05-28
258,Keyboard Mech,Jakarta,3.0,2024-02-26,800000,2024-03-01
259,Keyboard Mech,Surabaya,2.0,2024-01-05,800000,2024-01-09
260,Laptop Gaming,Makassar,4.0,2024-01-14,15000000,2024-01-16
261,Laptop Gaming,jakarta ,3.0,2024-10-06,15000000,2024-10-09
262,Mouse Wireless,Bandung,,2024-11-19,150000,2024-11-22
263,Laptop Gaming,Medan,1.0,2024-10-30,15000000,2024-11-08
264,Monitor 24in,Surabaya,1.0,2024-08-03,2000000,2024-08-10
265,Keyboard Mech,Bandung,3.0,2024-06-23,800000,2024-06-25
266,Laptop Gaming,Makassar,1.0,2024-11-11,15000000,2024-11-20
267,Laptop Gaming,Bandung,3.0,2024-01-03,15000000,2024-01-11
268,Mouse Wireless,SURABAYA,3.0,2024-05-16,150000,
269,Kabel HDMI,Jakarta,3.0,2024-04-09,50000,2024-04-15
270,Mouse Wireless,SURABAYA,2.0,2024-03-23,150000,2024-03-25
271,Monitor 24in,Jakarta,3.0,2024-10-06,2000000,2024-10-09
272,Keyboard Mech,Surabaya,1.0,2024-05-11,800000,2024-05-17
273,Mouse Wireless,Makassar,4.0,2024-01-01,150000,2024-01-04
274,Laptop Gaming,Makassar,2.0,2024-04-25,15000000,
275,Keyboard Mech,Bandung,1.0,2024-07-20,800000,2024-07-25
276,Keyboard Mech,Surabaya,3.0,2024-05-19,800000,2024-05-23
277,Laptop Gaming,Makassar,3.0,2024-05-25,15000000,2024-06-02
278,Mouse Wireless,jakarta ,4.0,2024-09-22,150000,2024-09-24
279,Laptop Gaming,jakarta ,1.0,2024-07-20,15000000,2024-07-23
280,Kabel HDMI,SURABAYA,2.0,2024-05-31,50000,2024-06-04
281,Keyboard Mech,Jakarta,1.0,2024-08-09,800000,
282,Headset RGB,Bandung,3.0,2024-03-19,500000,2024-03-24
283,Headset RGB,Medan,2.0,2024-07-18,500000,2024-07-23
284,Monitor 24in,Jakarta,3.0,2024-09-06,2000000,2024-09-13
285,Laptop Gaming,Surabaya,3.0,2024-04-08,15000000,
286,Laptop Gaming,Makassar,1.0,2024-07-31,15000000,2024-08-06
287,Monitor 24in,Jakarta,,2024-05-22,2000000,2024-05-25
288,Monitor 24in,Medan,3.0,2024-07-08,2000000,2024-07-12
289,Monitor 24in,Medan,1.0,2024-10-27,2000000,2024-10-28
290,Keyboard Mech,jakarta ,2.0,2024-02-21,800000,2024-02-26
291,Kabel HDMI,Surabaya,4.0,2024-04-21,50000,2024-04-29
292,Laptop Gaming,Jakarta,3.0,2024-05-14,15000000,2024-05-17
293,Keyboard Mech,Bandung,3.0,2024-04-21,800000,2024-04-25
294,Monitor 24in,Jakarta,2.0,2024-01-13,2000000,2024-01-17
295,Laptop Gaming,jakarta ,1.0,2024-09-29,15000000,
296,Keyboard Mech,SURABAYA,3.0,2024-08-20,800000,2024-08-29
297,Kabel HDMI,Medan,2.0,2024-02-13,50000,2024-02-16
298,Keyboard Mech,Surabaya,3.0,2024-03-13,800000,2024-03-17
299,Kabel HDMI,Surabaya,1.0,2024-09-17,50000,2024-09-23
300,Monitor 24in,Bandung,4.0,2024-08-18,2000000,2024-08-24
301,Kabel HDMI,Surabaya,,2024-02-02,50000,2024-02-09
302,Laptop Gaming,jakarta ,1.0,2024-03-08,15000000,
303,Monitor 24in,jakarta ,1.0,2024-01-16,2000000,2024-01-25
304,Laptop Gaming,jakarta ,2.0,2024-05-29,15000000,2024-05-31
305,Headset RGB,Surabaya,3.0,2024-10-18,500000,2024-10-22
306,Mouse Wireless,Surabaya,4.0,2024-04-11,150000,
307,Kabel HDMI,jakarta ,2.0,2024-07-04,50000,2024-07-07
308,Mouse Wireless,Surabaya,1.0,2024-01-25,150000,2024-01-30
309,Mouse Wireless,Surabaya,4.0,2024-03-12,150000,2024-03-19
310,Kabel HDMI,Medan,1.0,2024-03-21,50000,2024-03-28
311,Monitor 24in,Jakarta,1.0,2024-03-01,2000000,2024-03-08
312,Headset RGB,Makassar,1.0,2024-01-18,500000,2024-01-21
313,Laptop Gaming,Surabaya,4.0,2024-08-29,15000000,2024-09-07
314,Keyboard Mech,Makassar,3.0,2024-02-27,800000,2024-03-04
315,Laptop Gaming,SURABAYA,1.0,2024-11-27,15000000,2024-12-05
316,Keyboard Mech,Makassar,3.0,2024-02-26,800000,2024-02-27
317,Laptop Gaming,Medan,4.0,2024-04-06,15000000,2024-04-10
318,Kabel HDMI,Surabaya,4.0,2024-08-02,50000,2024-08-09
319,Headset RGB,jakarta ,1.0,2024-11-14,500000,2024-11-23
320,Keyboard Mech,Makassar,3.0,2024-01-12,800000,2024-01-15
321,Monitor 24in,Surabaya,3.0,2024-01-11,2000000,
322,Laptop Gaming,Bandung,1.0,2024-06-11,15000000,2024-06-19
323,Laptop Gaming,SURABAYA,2.0,2024-10-09,15000000,2024-10-12
324,Keyboard Mech,jakarta ,2.0,2024-08-04,800000,2024-08-10
325,Monitor 24in,Bandung,4.0,2024-12-25,2000000,
326,Monitor 24in,Bandung,4.0,2024-11-18,2000000,2024-11-27
327,Kabel HDMI,Makassar,2.0,2024-08-28,50000,2024-09-03
328,Kabel HDMI,Bandung,2.0,2024-12-10,50000,2024-12-15
329,Kabel HDMI,Medan,2.0,2024-02-14,50000,2024-02-15
330,Kabel HDMI,Medan,1.0,2024-03-21,50000,2024-03-24
331,Kabel HDMI,Makassar,1.0,2024-09-11,50000,2024-09-14
332,Kabel HDMI,Surabaya,1.0,2024-03-07,50000,2024-03-11
333,Headset RGB,Jakarta,1.0,2024-04-11,500000,2024-04-16
334,Monitor 24in,Surabaya,1.0,2024-03-31,2000000,
335,Kabel HDMI,Surabaya,1.0,2024-02-11,50000,2024-02-20
336,Monitor 24in,Surabaya,4.0,2024-10-02,2000000,2024-10-09
337,Monitor 24in,Surabaya,3.0,2024-10-30,2000000,2024-11-05
338,Mouse Wireless,jakarta ,4.0,2024-09-30,150000,2024-10-03
339,Headset RGB,Jakarta,3.0,2024-03-17,500000,2024-03-26
340,Kabel HDMI,jakarta ,4.0,2024-08-21,50000,2024-08-22
341,Laptop Gaming,Bandung,4.0,2024-07-20,15000000,2024-07-29
342,Keyboard Mech,SURABAYA,1.0,2024-08-08,800000,2024-08-11
343,Laptop Gaming,Surabaya,1.0,2024-09-18,15000000,2024-09-27
344,Headset RGB,SURABAYA,3.0,2024-02-08,500000,2024-02-09
345,Keyboard Mech,Medan,3.0,2024-01-11,800000,2024-01-19
346,Headset RGB,Makassar,1.0,2024-04-21,500000,2024-04-27
347,Monitor 24in,Makassar,4.0,2024-04-17,2000000,2024-04-26
348,Keyboard Mech,jakarta ,3.0,2024-04-03,800000,2024-04-07
349,Monitor 24in,jakarta ,2.0,2024-11-06,2000000,2024-11-11
350,Laptop Gaming,Medan,2.0,2024-03-24,15000000,2024-03-30
351,Laptop Gaming,Surabaya,2.0,2024-02-27,15000000,2024-03-07
352,Keyboard Mech,SURABAYA,3.0,2024-10-19,800000,
353,Keyboard Mech,SURABAYA,1.0,2024-01-16,800000,2024-01-25
354,Kabel HDMI,Jakarta,1.0,2024-11-21,50000,2024-11-23
355,Headset RGB,Bandung,,2024-04-02,500000,2024-04-06
356,Kabel HDMI,Makassar,,2024-06-13,50000,2024-06-16
357,Headset RGB,Bandung,,2024-08-02,500000,2024-08-06
358,Kabel HDMI,Jakarta,2.0,2024-05-23,50000,
359,Monitor 24in,jakarta ,3.0,2024-09-30,2000000,
360,Keyboard Mech,SURABAYA,2.0,2024-05-17,800000,2024-05-21
361,Laptop Gaming,Makassar,2.0,2024-07-22,15000000,2024-07-26
362,Headset RGB,Bandung,1.0,2024-10-28,500000,2024-11-02
363,Headset RGB,jakarta ,3.0,2024-07-28,500000,2024-08-06
364,Laptop Gaming,Jakarta,1.0,2024-01-19,15000000,2024-01-20
365,Kabel HDMI,Bandung,1.0,2024-10-20,50000,2024-10-28
366,Headset RGB,SURABAYA,3.0,2024-10-19,500000,2024-10-22
367,Monitor 24in,Surabaya,3.0,2024-10-27,2000000,2024-11-05
368,Keyboard Mech,jakarta ,4.0,2024-06-10,800000,2024-06-18
369,Laptop Gaming,Jakarta,2.0,2024-05-09,15000000,2024-05-17
370,Keyboard Mech,Bandung,4.0,2024-02-13,800000,2024-02-22
371,Headset RGB,SURABAYA,2.0,2024-12-18,500000,2024-12-22
372,Headset RGB,Surabaya,2.0,2024-03-23,500000,2024-03-28
373,Laptop Gaming,Surabaya,2.0,2024-05-03,15000000,
374,Monitor 24in,Jakarta,1.0,2024-01-27,2000000,2024-01-29
375,Mouse Wireless,Medan,1.0,2024-10-30,150000,2024-11-06
376,Laptop Gaming,SURABAYA,3.0,2024-12-15,15000000,2024-12-18
377,Mouse Wireless,SURABAYA,2.0,2024-01-07,150000,2024-01-13
378,Kabel HDMI,Makassar,2.0,2024-12-06,50000,2024-12-12
